クラス名,備考,,
ファンヒータ,,,
,,,
,,,
,,,
EPC,Property name,Contents of property,Value range(decimal notation)
0x80,動作状態,ON／OFF の状態を示す。,ＯＮ＝0x30，ＯＦＦ＝0x31
0xB3,温度設定値,温度設定値を設定し、設定状態を取 得する。,0x00~0x32（0~50）
0xBB,温度計測値,室内温度測定値,0x81.0x7D（.128.125）
0xB1,温度自動設定,AUTO／非 AUTO を設定し、設定 状態を取得する。,AUTO＝0x41、非 AUTO＝0x42
0x90,OＮタイマ 予約設定,予約の入／切を設定し、設定状態を 取得する。,"時刻予約、相対時間予約共に 入＝0x41,予約切＝0x42 時刻予約のみ入＝0x43 相対時間予約のみ入＝0x44"
0x91,ＯＮタイマ 時刻設定値,タイマ値ＨＨ：ＭＭを設定し、設定 状態を取得する。,0~0x17：0~0x3B (=0~23)：(=0~59)
0x92,OＮタイマ 相対時間設定値,タイマ値ＨＨ：ＭＭを設定し、更新 された時間を取得する。,0~0x17：0~0x3B (=0~23)：(=0~59)
0x94,OＦＦタイマ 予約設定,予約の入／切を設定し、設定状態を 取得する。,"時刻予約、相対時間予約共に 入＝0x41,予約切＝0x42 時刻予約のみ入＝0x43 相対時間予約のみ入＝0x44"
0x95,ＯＦＦタイマ 時刻設定値,タイマ値ＨＨ：ＭＭを設定し、設定 状態を取得する。,0~0x17：0~0x3B (=0~23)：(=0~59)
0x96,OＦＦタイマ 相対時間設定値,タイマ値ＨＨ：ＭＭを設定し、更新 された時間を取得する。,0~0x17：0~0x3B (=0~23)：(=0~59)
0xC0,延長運転設定,延長運転の入／切を設定し、設定状 態を取得する。,"延長入＝0x41,延長切＝0x42"
0xC1,延長タイマ時間 設定値,延長時間ＨＨ：ＭＭを設定し、更新 された時間を取得する。,0~0x17：0~0x3B (=0~23)：(=0~59)
0xC2,イオン放出設定,イオン放出の入／切を設定し、設定 状態を取得する。,"放出入＝0x41,放出切＝0x42"
0xC3,搭載イオン放出 方法,加湿器に搭載されているイオン放 出の方法をビットマップで示す。,ビット０：マイナスイオン方式 ビット１：クラスタイオン方式
0xC4,油量レベル,タンク内の油量レベルを６段階で 示す,0x40 空状態_x000a_0x41.0x45 最低.最高レベル
