Class name,Remarks,Group code,Class code,Whether or not detailed requirements are provided,,,,,,,
Bathroom dryer,,0x02,0x73,○,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
EPC,Property name,Contents of property,Value range(decimal notation),Unit,Data type,Data size,Access rule(Anno),Access rule(Set),Access rule(Get),Announcement at status change,Remark
0x80,Operation status,This property indicates the ON/OFF status.,ON           : 0x30_x000a_OFF          : 0x31,.,unsigned char,1,-,optional,mandatory,mandatory,
0xB0,Operation setting,"Used to set the operation mode (ventilation mode, bathroom_x000a_pre-warmer mode, bathroom heater mode, bathroom dryer mode, cool air circulator mode or “stop”), and to_x000a_acquire the current setting.",Ventilation operation              : 0x10 Bathroom pre-warmer operation :_x000a_0x20_x000a_Bathroom heater operation   : 0x30 Bathroom dryer operation      : 0x40 Cool air circulator operation : 0x50 Stop                                           :0x00,-,unsigned char,1,-,mandatory,mandatory,-,
0xB1,Ventilation operation setting,Used to set the ventilation air flow rate level for the ventilation mode and to acquire the current setting.,Automatic        : 0x41_x000a_Standard          : 0x42_x000a_Air flow rate level    : 0x31.0x38,-,unsigned char,1,-,optional,optional,-,
0xB2,Bathroom pre-warmer_x000a_operation setting,Used to set the bathroom pre-warming level for the bathroom pre-warmer mode and to acquire the current setting.,Automatic        : 0x41_x000a_Standard          : 0x42 Bathroom pre-warming level_x000a_: 0x31.0x38,-,unsigned char,1,-,mandatory,mandatory,-,
0xB3,Bathroom heater operation setting,Used to set the bathroom heating level for the bathroom heater mode and to acquire the current setting.,Automatic        : 0x41_x000a_Standard          : 0x42 Bathroom heating level_x000a_: 0x31.0x38,-,unsigned char,1,-,optional,optional,-,
0xB4,Bathroom dryer operation setting,Used to set the bathroom drying level for the bathroom dryer mode and to acquire the current setting.,Automatic        : 0x41_x000a_Standard          : 0x42 Bathroom drying level_x000a_: 0x31.0x38,-,unsigned char,1,-,mandatory,mandatory,-,
0xB5,Cool air circulator operation setting,Used to set the cool air circulation level for the cool air circulator mode and to acquire the current setting.,Automatic        : 0x41_x000a_Standard          : 0x42 Cool air circulation level_x000a_: 0x31.0x38,-,unsigned char,1,-,optional,optional,-,
0xBA,Measured relative bathroom humidity,Used to acquire the measured relative humidity of the bathroom.,0x00.0x64 (0.100%),%,unsigned char,1,-,-,optional,-,
0xBB,Measured bathroom temperature,Used to acquire the measured temperature of the bathroom.,0x81.0x7D (-127.+125.C),.C,signed char,1,-,-,optional,-,
0xC2,Ventilation air flow rate setting,Used to set the air flow rate level for the around-the-clock ventilation function and to acquire the current setting.,Automatic: 0x41_x000a_Air flow rate level: 0x31.0x38,-,unsigned char,1,-,optional,optional,-,
0xCF,Filter cleaning reminder sign setting,Used to set the filter cleaning reminder_x000a_sign status (lit/not lit) and to acquire the current setting.,Lit: 0x41 Not lit: 0x42,-,unsigned char,1,-,optional,optional,-,
0xE0,Human body detection status,Used to acquire the human body detection status.,Detected: 0x41 Not detected: 0x42,-,unsigned char,1,-,-,optional,-,
0x90,“ON timer-based reservation” setting 1,Used to set the ON/OFF status of the_x000a_ON timer-based reservation function and to acquire the current setting.,Reservation function ON: 0x41_x000a_Reservation function OFF: 0x42,-,unsigned char,1,-,optional,optional,-,
0xE1,“ON timer-based reservation” setting 2,"Used to set the ON/OFF status of the ON timer-based reservation function with the mode in which the device starts operating specified, and to_x000a_acquire the current setting.",Reservation function ON for the ventilation mode                     : 0x10_x000a_Reservation function ON for the bathroom pre-warmer mode : 0x20_x000a_Reservation function ON for the bathroom heater mode         : 0x30_x000a_Reservation function ON for the bathroom dryer mode            : 0x40_x000a_Reservation function ON for the cool air circulator mode       : 0x50_x000a_Reservation function OFF : 0x00,-,unsigned char,1,-,optional,optional,-,
0x91,ON timer setting (time),Used to set the time setting for the_x000a_time-based reservation function for the ON timer (in the HH:MM format) and to acquire the current setting.,0.0x17: 0.0x3B (= 0.23): (= 0.59),-,unsigned char_x000a_×2,2,-,optional,optional,-,
0x92,ON timer setting (relative time),Used to set the relative time setting for_x000a_the relative time-based reservation function for the ON timer (in the HH:MM format) and to acquire the current setting.,0.0x17: 0.0x3B (= 0.23): (= 0.59),-,unsigned char_x000a_×2,2,-,optional,optional,-,
0x94,“OFF_x000a_timer-based reservation” setting,Used to set the ON/OFF status of the OFF timer-based reservation function and to acquire the current setting.,Reservation function ON: 0x41 Reservation function OFF: 0x42,-,unsigned char,1,-,optional,optional,-,
0x95,OFF timer setting (time),Used to set the time setting for the_x000a_time-based reservation function for the OFF timer (in the HH:MM format) and to acquire the current setting.,0.0x17: 0.0x3B (= 0.23): (= 0.59),-,unsigned char_x000a_×2,2,-,optional,optional,-,
0x96,OFF timer setting (relative time),Used to set the relative time setting for the relative time-based reservation function for the OFF timer (in the_x000a_HH:MM format) and to acquire the current setting.,0.0x17: 0.0x3B (= 0.23): (= 0.59),-,unsigned char_x000a_×2,2,-,optional,optional,-,
